"number";"r IL_meas";"i IL_meas"
507;0.448065;0
508;0.509179;0
509;0.540546;0
510;0.458298;0
511;0.509267;0
512;0.611732;0
513;0.456214;0
514;0.549297;0
515;0.526275;0
516;0.640041;0
517;0.474628;0
518;0.657675;0
519;0.598031;0
520;0.52099;0
521;0.559665;0
522;0.632047;0
523;0.502147;0
524;0.52417;0
525;0.686858;0
526;0.632542;0
527;0.416628;0
528;0.55272;0
529;0.527853;0
530;0.588405;0
531;0.483233;0
532;0.54832;0
533;0.575053;0
534;0.530663;0
535;0.441712;0
536;0.497756;0
537;0.548559;0
538;0.554575;0
539;0.559041;0
540;0.692881;0
541;0.59047;0
542;0.553483;0
543;0.524801;0
544;0.609021;0
545;0.559631;0
546;0.54452;0
547;0.497717;0
548;0.540046;0
549;0.493368;0
550;0.546077;0
551;0.744144;0
552;0.556042;0
553;0.542313;0
554;0.562671;0
555;0.728992;0
556;0.693674;0
557;0.712161;0
558;0.613442;0
559;0.606787;0
560;0.618242;0
561;0.455252;0
562;0.534057;0
563;0.640394;0
564;0.618485;0
565;0.640864;0
566;0.615108;0
567;0.771618;0
568;0.590212;0
569;0.630957;0
570;0.588161;0
571;0.57047;0
572;0.500704;0
573;0.473275;0
574;0.615623;0
575;0.499737;0
576;0.520347;0
577;0.591467;0
578;0.554027;0
579;0.504094;0
580;0.59263;0
581;0.532473;0
582;0.568631;0
583;0.75701;0
584;0.526907;0
585;0.729548;0
586;0.471232;0
587;0.574959;0
588;0.526222;0
589;0.571582;0
590;0.574274;0
591;0.62496;0
592;0.609004;0
593;0.493834;0
594;0.489093;0
595;0.520288;0
596;0.616794;0
597;0.653761;0
598;0.56395;0
599;0.516177;0
600;0.693628;0
601;0.572339;0
602;0.588505;0
603;0.58931;0
604;0.502179;0
605;0.458801;0
606;0.580509;0
607;0.571735;0
608;0.554743;0
609;0.503941;0
610;0.52392;0
611;0.514742;0
612;0.505127;0
613;0.659627;0
614;0.876187;0
615;0.588495;0
616;0.578359;0
617;0.578854;0
618;0.650105;0
619;0.643667;0
620;0.611118;0
621;0.501279;0
622;0.704061;0
623;0.529664;0
624;0.438653;0
625;0.693125;0
626;0.562634;0
627;0.522683;0
628;0.673318;0
