"number";"r IL_meas";"i IL_meas"
1098;0.77126;0
1099;0.646575;0
1100;0.997176;0
1101;0.82485;0
1102;1.10982;0
1103;1.3803;0
1104;1.22278;0
1105;1.02525;0
1106;0.798883;0
1107;0.920253;0
1108;1.10407;0
1109;1.26267;0
1110;1.22905;0
1111;1.14726;0
1112;1.0894;0
1113;1.33978;0
1114;1.28508;0
1115;1.51601;0
1116;1.03745;0
1117;1.33739;0
1118;0.83;0
1119;1.17819;0
1120;0.707093;0
1121;1.30154;0
1122;1.03465;0
1123;0.82445;0
1124;0.92466;0
1125;1.0807;0
1126;0.940557;0
1127;0.932635;0
1128;1.39177;0
1129;1.4119;0
1130;0.8972;0
1131;1.03151;0
1132;0.909623;0
1133;0.871243;0
1134;1.3201;0
1135;1.49115;0
1136;0.900002;0
1137;1.29777;0
1138;1.25895;0
1139;1.17804;0
1140;1.30693;0
1141;0.803107;0
1142;0.876679;0
1143;1.11005;0
1144;0.702182;0
1145;1.17899;0
1146;1.01439;0
1147;1.24033;0
1148;0.925917;0
1149;1.13603;0
1150;0.772953;0
1151;0.999433;0
1152;0.886875;0
1153;1.31423;0
1154;0.625997;0
1155;1.08378;0
1156;0.862245;0
1157;1.54353;0
1158;0.941204;0
1159;1.00153;0
1160;1.07565;0
1161;1.02751;0
1162;0.748323;0
1163;1.07955;0
1164;1.52599;0
1165;0.583991;0
1166;0.977374;0
1167;0.74257;0
1168;1.05533;0
1169;1.33969;0
1170;0.995483;0
1171;1.01096;0
1172;1.30697;0
1173;0.94014;0
1174;0.850815;0
1175;1.82114;0
1176;0.844783;0
1177;1.19454;0
1178;0.886676;0
1179;1.39958;0
1180;1.09496;0
1181;0.761603;0
1182;0.991381;0
1183;1.1143;0
1184;0.557122;0
1185;1.22225;0
1186;1.01375;0
1187;1.12948;0
1188;0.908689;0
1189;0.88481;0
1190;1.03449;0
1191;1.04638;0
1192;0.976708;0
1193;1.04063;0
1194;1.46313;0
1195;0.873277;0
1196;1.28255;0
1197;1.07842;0
1198;1.40351;0
1199;1.09993;0
1200;0.890875;0
1201;1.19942;0
1202;0.837698;0
1203;0.904512;0
1204;0.944767;0
1205;1.14956;0
1206;0.927245;0
1207;1.02139;0
1208;0.981028;0
1209;1.14453;0
1210;0.63225;0
1211;0.914015;0
1212;1.19735;0
1213;1.28464;0
1214;1.04731;0
1215;0.818301;0
1216;0.819411;0
1217;1.04063;0
1218;0.73411;0
1219;1.68494;0
1220;1.00065;0
1221;1.00877;0
1222;1.37288;0
1223;0.94203;0
1224;0.758005;0
1225;1.10961;0
1226;0.802468;0
1227;0.77259;0
1228;1.13796;0
1229;1.06307;0
1230;0.933335;0
1231;0.830762;0
1232;0.706228;0
1233;0.895065;0
1234;1.37105;0
1235;0.857167;0
1236;1.15034;0
1237;1.47417;0
1238;0.909122;0
1239;1.1081;0
1240;1.30832;0
1241;0.857487;0
1242;1.23214;0
1243;1.67955;0
1244;1.99216;0
1245;1.36651;0
1246;1.41646;0
1247;1.10747;0
1248;1.1635;0
1249;0.549091;0
1250;1.50399;0
1251;0.592651;0
1252;1.1528;0
1253;1.0376;0
1254;1.6945;0
1255;1.13011;0
1256;1.6677;0
1257;0.977526;0
1258;0.75236;0
1259;1.33677;0
1260;1.1458;0
1261;0.977532;0
1262;0.856173;0
1263;1.18981;0
1264;1.25603;0
1265;0.89395;0
1266;0.881004;0
1267;0.681055;0
1268;0.762452;0
1269;0.644987;0
1270;0.920322;0
1271;1.13103;0
1272;1.12121;0
1273;1.22571;0
1274;1.23321;0
1275;1.45477;0
1276;1.03225;0
1277;0.651451;0
1278;1.19374;0
1279;0.933634;0
1280;1.05028;0
1281;1.11547;0
1282;0.907671;0
1283;1.62077;0
1284;0.853291;0
1285;0.916406;0
1286;0.653377;0
1287;0.854375;0
1288;1.14997;0
1289;0.981452;0
1290;1.2159;0
1291;1.18913;0
1292;0.73409;0
1293;1.25705;0
1294;0.971716;0
1295;1.02494;0
1296;0.886699;0
1297;1.28283;0
1298;1.42716;0
1299;1.12868;0
1300;1.2841;0
1301;0.828064;0
1302;1.58914;0
1303;1.19049;0
1304;0.816426;0
1305;1.2392;0
1306;1.26281;0
1307;0.897708;0
1308;1.09378;0
1309;1.78207;0
1310;1.18298;0
1311;1.14024;0
1312;1.13524;0
1313;1.00047;0
1314;0.876694;0
1315;0.829027;0
1316;0.930307;0
1317;1.30686;0
1318;1.47262;0
1319;1.46215;0
1320;0.94168;0
1321;0.936229;0
1322;1.125;0
1323;0.969976;0
1324;1.15191;0
1325;1.29384;0
1326;0.7815;0
1327;0.791274;0
1328;1.04053;0
1329;1.2251;0
1330;1.00413;0
1331;1.24026;0
1332;1.35801;0
1333;0.95942;0
1334;1.38353;0
1335;1.24226;0
1336;1.10431;0
1337;0.614398;0
1338;1.03061;0
1339;2.68089;0
1340;1.00564;0
1341;1.10603;0
1342;1.00673;0
1343;0.821846;0
1344;0.971955;0
1345;1.01993;0
1346;1.73917;0
1347;1.08691;0
1348;1.16769;0
1349;0.743158;0
1350;1.13568;0
1351;1.18431;0
1352;0.913164;0
1353;0.766779;0
1354;0.515342;0
1355;1.03189;0
1356;1.06941;0
1357;1.03222;0
1358;1.0025;0
1359;1.0685;0
1360;1.05292;0
1361;0.884109;0
1362;1.0835;0
1363;0.939802;0
1364;1.58404;0
1365;0.83869;0
1366;1.32251;0
1367;1.33095;0
1368;1.09008;0
1369;0.843125;0
1370;0.923501;0
1371;0.903799;0
1372;0.91395;0
1373;0.970488;0
1374;1.28848;0
1375;1.53711;0
1376;0.941979;0
1377;0.66315;0
1378;0.69483;0
1379;0.999412;0
1380;0.950171;0
1381;0.688721;0
1382;0.947917;0
1383;1.04006;0
1384;1.1221;0
